english,polish,alternatives
anecdote,anegdota,żart|ˈænɪkdəʊt
anemia,anaemia,əˈni:mɪə
anemic,anaemic,əˈni:mɪk
anemone,anemon,zawilec|əˈnemənɪ
anesthesia,anaesthesia,ˌænəsˈθi:zɪə
anesthetic,anaesthetic,środek znieczulający|ˌænəsˈθetɪk
anew,od nowa,əˈnju:
angel,anioł,ˈeɪnʤəl
angelic,anielski,ænˈʤelɪk
anger,ˈæŋgə,
angle,nachylony,ˈæŋgəl
angler,wędkarz,ˈæŋglə
anglican,anglikański,ˈæŋglɪkən
angry,gniewać się na,ˈæŋgrɪ
anguish,1.  cierpienie,ˈæŋgwɪʃ
angular,kanciasty,ˈæŋgjʊlə
animal,ˈænɪməl,
animated,"1.  ożywiony
 2.  animowany",ˈænɪmeɪtɪd
animation,"1.  ożywienie
 2.  animacja",ˌænɪˈmeɪʃən
animosity,niechęć,uraza|ˌænɪˈmɒsɪtɪ
aniseed,ˈænɪsi:d,
ankle,kostka,ˈæŋkəl
annals,ˈænəlz,
annex,"annex
i.    skrzydło","dobudówka 
ii.    anektować"
annexation,aneksja,ˌænekˈseɪʃən
annihilate,unicestwiać,əˈnaɪəleɪt
annihilation,unicestwienie,əˌnaɪəˈleɪʃən
anniversary,rocznica,ˌænɪˈvɜ:sərɪ
anno domini,ad,roku pańskiego
announce,1.  ogłaszać,"zawiadamiać
 2.  oznajmiać|əˈnaʊns"
announcement,"1.  zawiadomienie
 2.  ogłoszenie",əˈnaʊnsmənt
announcer,spiker,əˈnaʊnsə
annoy,drażnić,złościć|əˈnɔɪ
annoyance,irytacja,rozzłoszczenie się|əˈnɔɪəns
annual,ˈænjʊəl,
annul,anulować,rozwiązywać|əˈnʌl
anoint,namaszczać,əˈnɔɪnt
anomalous,nieprawidłowy,əˈnɒmələs
anomaly,anomalia,əˈnɒməlɪ
anon,anon.,anonim|anonimowy|əˈnɒn
anonymity,anonimowość,ˌænəˈnɪmɪtɪ
anonymous,anonimowy,əˈnɒnɪməs
anorak,kurtka z kapturem,skafander|ˈænəræk
another,siebie,się wzajemnie|əˈnʌðə
ans,"ans.
  odpowiedź",
ansi,narodowy amerykański instytut normalizacyjny,ˈænsɪ
answer,być odpowiedzialnym za,ˈɑ:nsə
answerable,odpowiedzialny,ˈɑ:nsərəbəl
ant,mrówka,ænt
antagonism,ænˈtægənɪzəm,
antagonist,przeciwnik,ænˈtægənɪst
antagonistic,1.  przeciwny,"antagonistyczny   
 2.  wrogi|ænˌtægəˈnɪstɪk"
antagonize,zrażać sobie,ænˈtægənaɪz
antarctic,æntˈɑ:rktɪk,
antarctica,antarktyda,æntˈɑ:rktɪkə
antecedent,poprzednik,przodek|ˌæntɪˈsi:dənt
antelope,antylopa,ˈæntɪləʊp
antenatal,ˌæntɪˈneɪtəl,
anthem,hymn,ˈænθəm
anthology,antologia,ænˈθɒləʤɪ
anthropologist,antropolog,ˌænθrəˈpɒləʤɪst
anthropology,antropologia,ˌænθrəˈpɒləʤɪ
antibiotic,"i.    antybiotyk
ii.    antybiotykowy",ˌæntɪbaɪˈɒtɪk
antichrist,antychryst,ˈæntɪkraɪst
anticipate,"1.  przewidywać
 2.  wyczekiwać",ænˈtɪsɪpeɪt
anticipation,"1.  przewidywanie
 2.  oczekiwanie",ænˌtɪsɪˈpeɪʃən
anticlimax,rozczarowanie,zawód|ˌæntɪˈklaɪmæks
anticlockwise,anti-clockwise,ˌæntɪˈklɒkwaɪz
antics,ˈæntɪks,
anticyclone,obszar wysokiego ciśnienia,ˌæntɪˈsaɪkləʊn
antidote,antidotum,odtrutka|ˈæntɪdəʊt
antifreeze,substancja przeciw zamarzaniu,ˈæntɪfri:z
antipathy,antypatia,ænˈtɪpəθɪ
antiquarian,antykwaryczny,ˌæntɪˈkweərɪən
antiquated,przestarzały,ˈæntɪkweɪtɪd
antique,antyk,zabytek|ænˈti:k
antiquity,ænˈtɪkwɪtɪ,
antisemitism,anti-semitism,antysemityzm|ˌæntɪˈsemɪtɪzəm
antiseptic,środek odkażający,ˌæntɪˈseptɪk
antisocial,"1.  nietowarzyski
 2.  aspołeczny",anti-social|ˌæntɪˈsəʊʃəl
antithesis,przeciwieństwo,ænˈtɪθɪsɪs
antler,poroże,ˈæntlə
antwerp,antwerpia,ˈæntwɜ:p
anus,odbyt,ˈeɪnəs
anvil,kowadło,ˈænvɪl
anxiety,æŋˈzaɪətɪ,
anxious,ˈæŋkʃəs,
any,ˈenɪ,
anyhow,jakkolwiek,ˈenɪhaʊ
anyone,ˈenɪwʌn,
anything,ˈenɪθɪŋ,
anyway,ˈenɪweɪ,
anywhere,"1.  gdziekolwiek
 2.  nigdzie",ˈenɪweə
apart,əˈpɑ:t,
apartment,əˈpɑ:tmənt,
apathetic,apatyczny,ˌæpəˈθetɪk
apathy,apatia,ˈæpəθɪ
ape,eɪp,
aperitif,əˌperɪˈti:f,
aperture,ˈæpəʧə,
apex,wierzchołek,ˈeɪpeks
aphorism,aforyzm,ˈæfərɪzəm
aphrodisiac,afrodyzjak,ˌæfrəˈdɪzɪæk
apiece,na osobę,na sztukę|əˈpi:s
aplomb,pewność siebie,əˈplɒm
apolitical,apolityczny,ˌeɪpəˈlɪtɪkəl
apologetic,1.  przepraszający,"for 
 - przepraszać za|əˌpɒləˈʤetɪk"
apologize,prosić o wybaczenie,przepraszać|əˈpɒləʤaɪz
apology,prośba o wybaczenie,przeprosiny|əˈpɒləʤɪ
apoplexy,apopleksja,udar|ˈæpəpleksɪ
apostle,apostoł,əˈpɒstəl
app,"app.
  dodatek",suplement
appal,appall,napełniać niesmakiem|zatrważać|əˈpɔ:l
appall,appal,napełniać niesmakiem|zatrważać|əˈpɔ:l
appalling,"1.  zatrważający
 2.  okropny",əˈpɔ:lɪŋ
apparatus,urządzenie,ˌæpəˈreɪtəs
apparent,"1.  pozorny
 2.  oczywisty",widoczny|əˈpærənt
apparition,zjawa,ˌæpəˈrɪʃən
appeal,apelacja,odwołanie|əˈpi:l
appealing,atrakcyjny,əˈpi:lɪŋ
appear,əˈpɪə,
appearance,əˈpɪərəns,
appease,łagodzić,əˈpi:z
append,dodawać,dołączać|əˈpend
appendicitis,əˌpendɪˈsaɪtɪs,
appetite,ˈæpɪtaɪt,
appetizing,apetyczny,ˈæpɪtaɪzɪŋ
applaud,oklaskiwać,əˈplɔ:d
applause,aplauz,oklaski|əˈplɔ:z
apple,jabłoń,ˈæpəl|ˈæpəl tri:
appliance,urządzenie,əˈplaɪəns
applicable,əˈplɪkəbəl,
applicant,do),kandydat (for - na|ˈæplɪkənt
application,1.  podanie,zgłoszenie (for - do|ˌæplɪˈkeɪʃən
applied,stosowany,əˈplaɪd
apply,1.  zgłaszać swoją kandydaturę,əˈplaɪ
appoint,əˈpɔɪnt,
appointment,əˈpɔɪntmənt,
appraisal,əˈpreɪzəl,
appraise,oceniać,əˈpreɪz
appreciable,znaczny,əˈpri:ʃəbəl
appreciate,əˈpri:ʃɪeɪt,
appreciation,əˌpri:ʃɪˈeɪʃən,
appreciative,1.  rozumiejący,əˈpri:ʃətɪv
apprehension,obawa,przeczucie|ˌæprɪˈhenʃən
apprehensive,co do),ˌæprɪˈhensɪv
apprentice,praktykant,terminator|əˈprentɪs
apprenticeship,praktyka,terminowanie|əˈprentɪsʃɪp
appro,zatwierdzenie,ˈæprəʊ
approach,əˈprəʊʧ,
approachable,1.  przystępny,əˈprəʊʧəbəl
approbation,aprobata,zgoda|əˌprəˈbeɪʃən
approval,əˈpru:vəl,
approve,əˈpru:v,
approximation,"1.  przybliżenie   
 2.  oszacowanie",əˌprɒksɪˈmeɪʃən
apr,"apr.
  kwiecień",
apricot,morela,ˈeɪprɪkɒt
april,kwiecień,ˈeɪprɪl
apron,fartuch,ˈeɪprən
apt,æpt,
aptitude,zdolność,ˈæptɪtju:d
aquarium,akwarium,əˈkweərɪəm
aquarius,əˈkweərɪəs,
aquatic,wodny,əˈkwætɪk
aqueduct,akwedukt,ˈækwɪdʌkt
arab,ˈærəb,
arabia,əˈreɪbɪə,
arabian,arabski,əˈreɪbɪən
arabic,arabski,ˈærəbɪk
arable,orny,uprawny|ˈærəbəl
arbiter,ˈɑ:bɪtə,
arbitrary,arbitralny,ˈɑ:bɪtrərɪ
arbitrate,rozstrzygać,ˈɑ:bɪtreɪt
arbitration,arbitraż,ˌɑ:bɪˈtreɪʃən
arc,łuk,ɑ:k
arcade,arkada,podcienie|ɑ:ˈkeɪd
arch,ɑ:ʧ,
archaeologist,archeolog,archeologist|ˌɑ:kɪˈɒləʤɪst
archaeology,archeologia,archeology|ˌɑ:kɪˈɒləʤɪ
archaic,archaiczny,ɑ:ˈkeɪɪk
archbishop,arcybiskup,ˌɑ:ʧˈbɪʃəp
archeologist,archaeologist,archeolog|ˌɑ:kɪˈɒləʤɪst
archeology,archaeology,archeologia|ˌɑ:kɪˈɒləʤɪ
archer,łucznik,ˈɑ:ʧə
archery,łucznictwo,ˈɑ:ʧərɪ
archetype,archetyp,uosobienie|ˈɑ:kɪtaɪp
archipelago,archipelag,ˌɑ:kɪˈpeləgəʊ
architect,architekt,budowniczy|ˈɑ:kɪtekt
architecture,architektura,ˈɑ:kɪtekʧə
archive,archiwum,ˈɑ:kaɪv
arctic,ˈɑ:rktɪk,
ardent,zapalony,ˈɑ:dənt
ardor,ardour,zapał|ˈɑ:də
ardour,ardor,zapał|ˈɑ:də
arduous,nużący,ˈɑ:djʊəs
area,1.  obszar,ˈeərɪə
arena,əˈri:nə,
argentina,argentyna,ˌɑ:ʤənˈti:nə
argentinian,argentyński,ˌɑ:ʤenˈtɪnɪən
arguable,ˈɑ:gjʊəbəl,
argue,ˈɑ:gju:,
argument,ˈɑ:gju:mənt,
argumentative,kłótliwy,ˌɑ:gjʊˈmentətɪv
aria,ˈɑ:rɪə,
arid,jałowy,ˈærɪd
aries,ˈeəri:z,
arise,powstawać,əˈraɪz
aristocracy,arystokracja,ˌærɪˈstɒkrəsɪ
aristocrat,arystokrata,ˈærɪstəkræt
arizona,ˌærɪˈzəʊnə,
ark,arka,ɑ:k
arkansas,ˈɑ:kənsɔ:,
arm,ɑ:m,
armament,ˈɑ:məmənt,
armchair,fotel,ˈɑ:mʧeə
armed,siły zbrojne,ɑ:md|ˌɑ:md ˈfɔ:sɪs
armenia,əˈmi:nɪə,
armenian,"i.    ormiański
ii.    ormianin",əˈmi:nɪən
armful,naręcze,ˈɑ:mfʊl
armistice,zawieszenie broni,ˈɑ:mɪstɪs
armor,armour,ˈɑ:mə
armored,armoured,opancerzony|pancerny|ˈɑ:məd
armour,armor,ˈɑ:mə
armoured,armored,opancerzony|pancerny|ˈɑ:məd
armpit,pacha,ˈɑ:mpɪt
army,armia,wojsko|ˈɑ:mɪ
aroma,aromat,əˈrəʊmə
aromatic,aromatyczny,ˌærəˈmætɪk
arousal,obudzenie,pobudzenie|əˈraʊzəl
arouse,1.  pobudzać,əˈraʊz
arrange,əˈreɪnʤ,
array,i.    zgromadzenie,ukazywać|əˈreɪ
arrears,əˈrɪəz,
arrest,i.    aresztowanie,əˈrest
arrival,əˈraɪvəl,
arrive,1.  przybywać,əˈraɪv
arrogance,arogancja,ˈærəgəns
arrogant,arogancki,ˈærəgənt
arrow,strzała,strzałka|ˈærəʊ
arse,dupa,ɑ:s
arsenic,arszenik,ˈɑ:sənɪk
arson,umyślne podpalenie,ˈɑ:sən
art,ɑ:t,
artefact,artefakt,wytwór ludzi|ˈɑ:təfækt
artery,tętnica,ˈɑ:tərɪ
artful,zręczny,ˈɑ:tfʊl
arthritis,artretyzm,ɑ:ˈθraɪtɪs
artichoke,topinambur,ˈɑ:tɪʃəʊk
article,"1.  artykuł
 2.  przedmiot",ˈɑ:tɪkəl
articulated,ɑ:ˌtɪkjʊˈleɪted,
articulation,wyartykułowanie,ɑ:ˌtɪkjʊˈleɪʃən
artificial,ˌɑ:tɪˈfɪʃəl,ˌɑ:tɪˈfɪʃəl ɪnˈtelɪʤəns
artificiality,sztuczność,ˌɑ:tɪfɪʃɪˈælɪtɪ
artillery,artyleria,ɑ:ˈtɪlərɪ
artisan,rzemieślnik,ˌɑ:tɪˈzæn
artist,artysta,ˈɑ:tɪst
artistic,"1.  artystyczny
 2.  twórczy",ɑ:ˈtɪstɪk
artistry,sztuka,ˈɑ:tɪstrɪ
artless,naiwny,naturalny|szczery|ˈɑ:tlɪs
arty,interesujący się sztuką,ˈɑ:tɪ
asbestos,azbest,æsˈbestɒs
ascend,əˈsend,
ascendancy,przewaga,æˈsendənsɪ
ascent,əˈsent,
ascertain,stwierdzać,ˌæsəˈteɪn
ascetic,"i.    ascetyczny
ii.    asceta",əˈsetɪk
ascribe,przypisywać,əˈskraɪb
asexual,bezpłciowy,ˌeɪˈsekʃʊəl
ash,æʃ,
ashamed,əˈʃeɪmd,
ashore,do brzegu,na brzeg|əˈʃɔ:
ashtray,popielniczka,ˈæʃtreɪ
asia,azja mniejsza,ˈeɪʃə|ˈeɪʃə ˌmaɪnə
asian,"i.    azjatycki
ii.    azjata",ˈeɪʃən
aside,əˈsaɪd,
ask,ktoś się sam doprasza,ɑ:sk
askew,skrzywiony,əˈskju:
asleep,əˈsli:p,
asp,osika,æsp
asparagus,"1.  asparagus
 2.  szparag",əˈspærəgəs
aspect,"widok
 3.  postać",ˈæspekt
aspersions,əˈspɜ:ʃənz,
asphalt,asfalt,ˈæsfælt
asphyxiate,æˈsfɪksɪeɪt,
aspirant,after,"be an aspirant to|for 
 - aspirować do|əˈspaɪərənt"
aspiration,aspiracja,ˌæspɪˈreɪʃən
aspire,dążyć,əˈspaɪə
aspirin,aspiryna,ˈæspɪrɪn
aspiring,ambitny,əsˈpaɪərɪŋ
ass,æs,
assail,"1.  atakować
 2.  osaczać",əˈseɪl
assailant,napastnik,əˈseɪlənt
assassin,morderca,əˈsæsɪn
assassinate,mordować,əˈsæsɪneɪt
assassination,morderstwo,əˌsæsɪˈneɪʃən
assault,əˈsɔ:lt,
assemble,1.  gromadzić się,"gromadzić
 2.  montować|əˈsembəl"
assembly,linia montażowa,əˈsemblɪ|əˈsemblɪ laɪn
assent,"aprobata
ii.    aprobować",əˈsent
assert,əˈsɜ:t,
assess,"1.  oceniać
 2.  szacować",əˈses
assessment,"1.  ocena
 2.  oszacowanie",əˈsesmənt
asset,majątek,"plus 
 2. assets  aktywa|ˈæset"
assiduous,pilny,əˈsɪdjʊəs
assign,əˈsaɪn,
assignment,"1.  zadanie
 2.  przydział",əˈsaɪnmənt
assimilate,asymilować,əˈsɪmɪleɪt
assimilation,1.  przyswajanie,"absorpcja
 2.  asymilacja|əˌsɪmɪˈleɪʃən"
assist,pomagać,əˈsɪst
assistance,əˈsɪstəns,
assistant,ekspedient,əˈsɪstənt
assoc,"assoc.
  stowarzyszenie",
association,əˌsəʊsɪˈeɪʃən,
assorted,mieszany,różniący się|əˈsɔ:tɪd
assortment,wybór,əˈsɔ:tmənt
asst,"asst.
  zastępca",
assume,1.  zakładać,przypuszczać (that -|əˈsju:m
assuming,przyjmując,əˈsju:mɪŋ
assumption,przyjmować,əˈsʌmpʃən
assurance,z pewnością siebie,əˈʃʊərəns
assure,1.  zapewniać,upewniać się|əˈʃʊə
assured,pewny siebie,əˈʃʊəd
asterisk,gwiazdka,ˈæstərɪsk
astern,na rufie,wstecz|əˈstɜ:n
asthma,astma,ˈæsmə
asthmatic,astmatyczny,æsˈmætɪk
astir,poruszony,wzburzony|əˈstɜ:
astonish,zadziwiać,əˈstɒnɪʃ
astonishment,zdumienie,əˈstɒnɪʃmənt
astound,zdumiewać,əˈstaʊnd
astray,əˈstreɪ,
astride,okrakiem,əˈstraɪd
astringent,i.    środek ściągający,"srogi|ściągający
ii.    ostry|əˈstrɪnʤənt"
astrologer,astrolog,əˈstrɒləʤə
astrology,astrologia,əˈstrɒləʤɪ
astronaut,astronauta,ˈæstrənɔ:t
astronomer,astronom,əˈstrɒnəmə
astronomical,astronomiczny,ˌæstrəˈnɒmɪkəl
astronomy,astronomia,əˈstrɒnəmɪ
astute,przenikliwy,zręczny|əˈstju:t
asylum,əˈsaɪləm,
at,æt,ət
atheism,ateizm,ˈeɪθɪɪzəm
athlete,atleta,lekkoatleta|ˈæθli:t
athletic,"1.  atletyczny
 2.  lekkoatletyczny",æθˈletɪk
athletics,lekka atletyka,æθˈletɪks
atlantic,ətˈlæntɪk,
atlas,ˈætləs,
atmosphere,atmosfera,ˈætməsfɪə
atmospheric,atmosferyczny,ˌætməsˈferɪk
atom,ˈætəm,
atomic,atomowy,nuklearny|əˈtɒmɪk
atone,odpokutowywać,əˈtəʊn
atrocious,odrażający,okropny|əˈtrəʊʃəs
atrocity,bestialstwo,əˈtrɒsɪtɪ
attach,1.  przyłączać,"dołączać 
 2.  odnosić się|odnosić|əˈtæʧ"
attached,przywiązany,əˈtæʧt
attachment,"1.  przywiązanie
 2.  przystawka",əˈtæʧmənt
attack,"atak
ii.   1.  atakować",əˈtæk
attain,osiągać,əˈteɪn
attainable,do osiągnięcia,osiągalny|əˈteɪnəbəl
attainment,osiągnięcie,əˈteɪnmənt
attempt,əˈtemt,
attempted,usiłowany,əˈtemtɪd
attend,əˈtend,
attendance,1.  uczestnictwo,"obecność
 2.  uczęszczanie|əˈtendəns"
attendant,əˈtendənt,
attention,əˈtenʃən,
attentive,əˈtentɪv,
attest,poświadczać,əˈtest
attested,atestowany,əˈtestɪd
attic,mansarda,ˈætɪk
attire,odzienie,əˈtaɪə
attitude,postawa,ˈætɪtju:d
attorney,əˈtɜ:nɪ,
attract,əˈtrækt,
attraction,"pociąg 
 2.  atrakcja",əˈtrækʃən
attractive,atrakcyjny,əˈtræktɪv
attribute,atrybut,"i.    przypisywać 
ii.    cecha|ˈætrɪbju:t"
au pair,au pair girl,ˌəʊˈpeə
au pair girl,au pair,ˌəʊˈpeə
aubergine,bakłażan,ˈəʊbəʒi:n
auburn,kasztanowy,ˈɔ:bən
auction,"aukcja
ii.   1.  licytować",i.    licytacja|wyprzedawać|ˈɔ:kʃən
auctioneer,licytator,ˌɔ:kʃəˈnɪə
audacious,zuchwały,śmiały|ɔ:ˈdeɪʃəs
audacity,czelność,ɔ:ˈdæsɪtɪ
audible,słyszalny,ˈɔ:dɪbəl
audience,1.  widownia,"publiczność
 2.  audiencja|ˈɔ:dɪəns"
audio,dźwiękowy,muzyczny|ˈɔ:dɪəʊ
audiovisual,audio-visual,audiowizualny|ˌɔ:dɪəʊˈvɪʒʊəl
audit,ˈɔ:dɪt,
audition,na),ɔ:ˈdɪʃən
auditor,biegły księgowy,ˈɔ:dɪtə
auditorium,ˌɔ:dɪˈtɔ:rɪəm,
aug,"aug.
  sierpień",
augment,zwiększać,ɔ:gˈment
augur,wróżyć,ˈɔ:gə
august,dostojny,sierpień|ɔ:ˈgʌst|ˈɔ:gəst
aunt,ciotka,ɑ:nt
auntie,ciocia,ˈɑ:ntɪ
aura,ˈɔ:rə,
aural,dźwiękowy,słuchowy|ˈɔ:rəl
auspices,ˈɔ:spɪsɪz,
auspicious,pomyślny,ɔ:ˈspɪʃəs
aussie,"1.  australijczyk
 2.  australia",ˈɒzɪ
austere,niewyszukany,ɔ:ˈstɪə
austerity,prostota,surowość|ɔ:ˈsterɪtɪ
australia,ɒˈstreɪlɪə,
australian,"i.    australijski
ii.    australijczyk",ɒˈstreɪlɪən
austria,ˈɒstrɪə,
austrian,"i.    austriacki
ii.    austriak",ˈɒstrɪən
authentic,autentyczny,ɔ:ˈθentɪk
authenticate,potwierdzać autentyczność,ɔ:ˈθentɪkeɪt
authenticity,autentyczność,ˌɔ:θenˈtɪsɪtɪ
author,autor,pisarz|ˈɔ:θə
authoritarian,"i.    apodyktyczny
ii.    despota",ɔ:ˌθɒrɪˈteərɪən
authoritative,"1.  autorytatywny
 2.  wyczerpujący",miarodajny|ɔ:ˈθɒrɪtətɪv
authority,administracja,ɔ:ˈθɒrɪtɪ
authorization,upoważnienie,ˌɔ:θəraɪˈzeɪʃən
authorize,ˈɔ:θəraɪz,
auto,samochód,ˈɔ:təʊ
autobiographical,autobiograficzny,ˌɔ:təbaɪəˈgræfɪkəl
autobiography,autobiografia,ˌɔ:təbaɪˈɒgrəfɪ
autocracy,autokracja,ɔ:ˈtɒkrəsɪ
autograph,"i.    autograf
ii.    podpisywać",składać autografy|ˈɔ:təgrɑ:f
automate,automatyzować,ˈɔ:təmeɪt
automatic,ˌɔ:təˈmætɪk,
automation,automatyzacja,ˌɔ:təˈmeɪʃən
automaton,automat,robot|ɔ:ˈtɒmətən
automobile,samochód,ˈɔ:təməbi:l
autonomous,autonomiczny,ɔ:ˈtɒnəməs
autonomy,autonomia,ɔ:ˈtɒnəmɪ
autopsy,sekcja zwłok,ˈɔ:tɒpsɪ
autumn,ˈɔ:təm,
autumnal,jesienny,ɔ:ˈtʌmnəl
auxiliary,ɔ:gˈzɪljərɪ,
av,ulica,
avail,əˈveɪl,
availability,dostępność,əˌveɪləˈbɪlɪtɪ
available,dostępny,osiągalny|əˈveɪləbəl
avalanche,zalew,ˈævəlɑ:nʃ
avantgarde,avant-garde,awangarda|awangardowy|ˌævɒŋˈgɑ:d
avarice,chciwość,ˈævərɪs
avaricious,chciwy,ˌævəˈrɪʃəs
ave,ulica,
avenge,mścić,əˈvenʤ
avenue,ˈævɪnju:,
average,ˈævərɪʤ,
averse,niechętny,əˈvɜ:s
aversion,əˈvɜ:ʃən,
avert,"1.  zapobiegać
 2.  odwracać",əˈvɜ:t
aviary,ptaszarnia,ˈeɪvɪərɪ
aviation,lotnictwo,ˌeɪvɪˈeɪʃən
avid,"1.  zapalony
 2.  złakniony",ˈævɪd
avocado,awokado,ˌævəˈkɑ:dəʊ
avoid,uchylać się,unikać|əˈvɔɪd
avoidable,do uniknięcia,əˈvɔɪdəbəl
avoidance,uchylanie się,əˈvɔɪdəns
avowal,deklaracja,əˈvaʊəl
avowed,zdeklarowany,əˈvaʊd
avuncular,dobrotliwie protekcjonalny,ojcowski|əˈvʌŋkjələ
await,oczekiwać,əˈweɪt
awake,i.    budzić się,əˈweɪk
awaken,əˈweɪkən,
awakening,przebudzenie,rozbudzenie|əˈweɪkənɪŋ
award,"przyznawać nagrodę
 2.  zasądzać",əˈwɔ:d
away,wyszedł,əˈweɪ
awe,1.  trwoga,bojaźń|przestrach
awed,pełen respektu,ɔ:d
aweinspiring,awe-inspiring,wzbudzający respekt|ˈɔ:ɪnˌspaɪərɪŋ
awesome,straszliwy,ˈɔ:səm
awestruck,awe-struck,pełen respektu|przytłoczony|ˈɔ:strʌk
awful,ˈɔ:fʊl,
awkward,"1.  niezręczny
 2.  nieporęczny","ciężki
 3.  trudny|niewygodny|ˈɔ:kwəd"
awning,markiza,ˈɔ:nɪŋ
awry,iść na opak,əˈraɪ
axe,redukować,æks
axiom,aksjomat,ˈæksɪəm
axiomatic,aksjomatyczne,ˌæksɪəˈmætɪk
axis,ˈæksɪs,
axle,ˈæksəl,
aye,aɪ,za
azerbaijan,azerbejdżan,ˌæzəbaɪˈʤɑ:n
azerbaijani,"i.    azerbejdżański
ii.    azerbejdżanin",ˌæzəbaɪˈʤɑ:nɪ
azure,i.    błękitny,"lazurowy
ii.    lazur|ˈæʒə"
b,"b.
  bakałarz",urodzony
b and b,zakwaterowanie z wyżywieniem,ˌbɪ: ən ˈbi:
babble,"szemrać
ii.    paplanina",ˈbæbəl
babe,beɪb,
baboon,bəˈbu:n,pawian
baby,ˈbeɪbɪ,
babyhood,niemowlęctwo,ˈbeɪbɪhʊd
babyish,dziecinny,dziecięcy|ˈbeɪbɪɪʃ
babysit,baby-sit,opiekować się dziećmi|ˈbeɪbɪsɪt
babysitter,baby-sitter,opiekun do dziecka|opiekunka do dziecka|ˈbeɪbɪsɪtə
babysitting,baby-sitting,opiekowanie się dziećmi|ˈbeɪbɪsɪtɪŋ
bachelor,bakałarz,i.    stary kawaler|licencjat|ˈbæʧələ
back,bæk,do tyłu
backbiting,obmowa,ˈbækbaɪtɪŋ
backbone,ˈbækbəʊn,
backbreaking,back-breaking,mozolny|w pocie czoła|ˈbækbreɪkɪŋ
backdate,antedatować,ˌbækˈdeɪt
backdoor,zakulisowy,ˈbækdɔ:
backer,protektor,sponsor|ˈbækə
backfire,ˌbækˈfaɪə,
background,doświadczenie,ˈbækgraʊnd
backhand,bekhend,ˈbækhænd
backhanded,wątpliwy,ˌbækˈhændɪd
backing,"1.  poparcie
 2.  podpórka",ˈbækɪŋ
backlash,ˈbæklæʃ,
backlog,zaległości,ˈbæklɒg
backpack,plecak,ˈbækpæk
backside,tyłek,ˈbæksaɪd
backstage,"i.    kulisy
ii.    zakulisowy",ˈbæksteɪʤ
backstreet,nielegalny,ˈbækstri:t
backstroke,styl grzbietowy,ˈbækstrəʊk
backup,back-up,plan|ˈbækʌp
backward,ˈbækwəd,
backwardlooking,backward-looking,wsteczny|zacofany|ˌbækwədˈlʊkɪŋ
backwater,prowincja,zaścianek|ˈbækwɔ:tə
backwoods,ˈbækwʊdz,
backyard,podwórko,ˌbækˈjɑ:d
bacon,bekon,boczek|ˈbeɪkən
bacteria,bakterie,bækˈtɪərɪə
bad,bæd,
badge,1.  znaczek,"bæʤ|odznaka
 2.  oznaka"
badger,marudzić,ˈbæʤə
badly,"niedobrze
 2.  poważnie",ubogi|ˈbædlɪ
baffle,ˈbæfəl,
bag,bæg,"pewny|torba podróżna|worek
 2.  torebka"
baggage,bagaż,ˈbægɪʤ
baggy,rozepchany,ˈbægɪ
bagpipes,dudy,kobza|ˈbægpaɪps
bail,beɪl,wyskakiwać
bailiff,"1.  komornik
 2.  zarządca",ˈbeɪlɪf
bait,beɪt,
bake,beɪk,
baked beans,fasolka po bretońsku,ˌbeɪktˈbi:nz
baker,ˈbeɪkə,
bakery,ˈbeɪkərɪ,
baking,i.    pieczenie,ˈbeɪkɪŋ
balance,ˈbæləns,
balcony,balkon,ˈbælkənɪ
bald,bez osłonek,bezceremonialny|bɔ:ld
balding,łysiejący,ˈbɔ:ldɪŋ
baldly,bez ogródek,ˈbɔ:ldlɪ
bale,beɪl,wiązka
balk,baulk,bɔ:k|zapierać się
balkan,ˈbɔ:lkən,
ball,bɔ:l,set|ˈbɔ:lgeɪm|ˌbɔ:lˈbeərɪŋ
ballad,ballada,ˈbæləd
ballast,balast,ˈbæləst
ballet,balet,ˈbæleɪ
balloon,"balonik
ii.    wydymać się",bəˈlu:n
ballot,urna wyborcza,ˈbælət|ˈbælətˌbɒks
ballroom,sala balowa,ˈbɔ:lru:m
balm,balsam,bɑ:m
balmy,balsamiczny,ˈbɑ:mɪ
baltic,ˈbɔ:ltɪk,
balustrade,balustrada,ˌbæləˈstreɪd
bamboo,bambus,ˌbæmˈbu:
bamboozle,bæmˈbu:zəl,wpuszczać w maliny
ban,bæn,
banal,banalny,bəˈnɑ:l
banality,banalność,banał|bəˈnælɪtɪ
banana,bəˈnɑ:nə,
band,bænd,grupować się|kapela
bandage,"i.    bandaż
ii.    bandażować",ˈbændɪʤ
bandit,rozbójnik,ˈbændɪt
bandstand,estrada,podium dla orkiestry|ˈbændstænd
bandy about,rozpowszechniać,ˌbændɪ əˈbaʊt
bandylegged,bandy-legged,krzywonogi|ˌbændɪˈlegd
bang,bæŋ,
banger,ogień sztuczny,ˈbæŋə
bangle,bransoleta,ˈbæŋgəl
banish,ˈbænɪʃ,
banishment,banicja,wygnanie|ˈbænɪʃmənt
banister,poręcz,ˈbænɪstə
banjo,bandżo,ˈbænʤəʊ
bank,bæŋk,"mgle|wyciąg bankowy|ława
ii.  bank holiday|ˈbæŋkˌsteɪtmənt"
banker,bankier,bankowiec|ˈbæŋkə
banking,bankowość,ˈbæŋkɪŋ
banknote,banknot,ˈbæŋknəʊt
bankrupt,ˈbæŋkrʌpt,
